id,source
14162,-1875415551600333952
86849,-9149019528881072397
79500,3347642964868835687
40716,6815562850404605505
11783,-5104026840227315466
48551,-562953969333597231
101918,-7548531817243634473
50616,-283484156981600912
38740,-8102887583926502884
24758,-8018339435112343338
99193,-3924077519785844411
36678,-9014756888495949603
16182,4881184596543988934
60870,-9133403150782269134
17053,333704201121572959
21484,-7028220803844447215
14157,5381857761533817881
88160,3220343863476987971
90261,8598737201764431973
1835,2945944180504095458
62381,-2549186196894286584
89502,1597806784519159552
4334,-1308847973840424684
66838,-509900529594684369
30289,-427033830038444872
88993,7204805803216176911
61112,8356316754101844269
15963,-2728984004347936411
18583,-7236656919387491255
31764,2391835612205723344
13360,-1488747011293583817
60889,8380294571291117123
84378,4389435758626597986
66476,-7869649915095430467
73244,-6261456713716475020
25640,-3184020270479878753
9821,-7291033351744090766
63621,7931978517526545318
32660,-5762576817635633493
88509,-7326738222407958532
3903,-940939739391593831
78796,8833969306799548753
87199,-8696479871836914144
50263,-370155368970986720
97705,-1954738252891019871
52941,4851820884460821996
40625,3353856219169766284
52973,-4227795046273013357
28860,6960183885978988771
57170,4021836784850907736
61652,6791171620277467933
3325,-2413079912174613476
73909,7721269807198213735
69540,4185135849054588826
30574,9053668130338395810
20008,7767044078450235562
71511,-5977436388881176085
62509,-5695085636443480785
31133,7217171941397569305
103284,4668702048917563869
74905,1511596184043954541
30542,-1870307375152132128
7355,-3422443886776522612
57748,4389426768292582394
63926,-6013984066380399047
30433,-4167370384999927666
41425,-4511684370962104760
97292,-5741772864294515601
30722,-2224794137848298140
26851,4147395188277415279
54866,-4336230269488836051
103642,4150905660553774010
65983,-7905516888922972540
99035,-7151104788182129317
26356,-2696451306281703319
43798,-5844235790009875637
9677,-1526232176081834538
74826,-8854523550015286176
80736,8913704766208796713
59229,4791553638896385499
28340,3431540725147480309
85061,5668569659752695211
69181,-4641735499956732175
1800,3664390824742477612
44082,8075269455273706510
80954,1114850975412776012
81818,-5404672378588580703
7640,3204782280700426009
9281,-5768207710207763477
44123,5350100611664645934
18455,438992158615624151
13780,-605333513027035324
35615,-7700285742432235076
50798,-514740599155749140
24306,3140726111935141205
45920,1783912228881580439
64122,-6750699246576612780
50265,3997670920335683902
45521,6799292868336785551
18977,5923491298323903775
83128,1114850975412776012
15792,5921974817972577208
3350,-1404511383946290407
48471,-6622008480696630164
99998,-3309210959257765375
68716,4670655870435567330
103956,-6747634744197548825
81444,-1506543815520097982
102538,6724242784544001199
74966,-2959989428815542791
13240,-2493807427061831216
97147,4851820884460821996
98271,-6472900613561089841
91191,5362458592401157081
37911,-7779882639155266951
12216,-4379535662566167382
22133,-1870307375152132128
69203,982519082233448053
64911,2663458063516532582
35730,-3017543554167410993
61851,4345056751185075395
60753,-1864434650628675342
72570,-179226501981357047
63693,-2437054260166096192
13883,-8085920926636202327
75965,-6793097416390290879
90120,-3663565420056688230
26276,-5009203969855242488
98857,-3913612057130030413
53995,6989726346989562021
20804,6654041154505623321
86875,-6083160882361309561
81892,1597806784519159552
93664,-7864668100491435945
101078,-7347002700848926780
65936,-8476466582103156644
70003,-5308199469590022679
27992,-3262725633457772160
104367,-6991910327737068559
73338,6572269553900489001
47105,-301491665562758363
21609,6253226190680798568
5675,651853377063506251
74668,6148953253769366550
75903,3278181411536496217
94204,-8437451389030876914
71070,310605916349538513
29254,-6845501753887929106
62374,-7600635718644354875
90810,-3735402039051116000
81168,-4511684370962104760
4074,6952577501685116546
23112,-1517414225135681654
16351,3388921405827604889
1316,8658627334353140355
104170,664384864052860477
83984,8373941652004353069
29563,-2096397022692237160
34756,-1430079240535925083
32616,8375201161956633554
96045,-2960890660675280296
61893,-802221014702952700
95718,2712017291663466005
23805,-9171528243619816015
90931,-7089716415039003314
980,4844714404677421188
68957,8003709807405304825
47611,2068856132210835587
75540,-7985038744470219751
81610,-3668036640287956371
31571,-5974660306473275565
66617,1597806784519159552
38595,-2883681852253555561
14370,4461115297066070556
72645,8645556096295338489
95411,3920115223951265647
64303,732989076586437459
89208,7000902262540401556
67111,-6401024226331004887
24695,2960376962379927733
7186,-4962536092547912860
67963,-3360850872133999551
97356,-418653827651553669
18247,7314708238628518407
34221,-7600635718644354875
16938,-8109382408030861510
29272,-6401024226331004887
50546,8484119365315303058
104204,-5945617637942121554
37901,-6637857104792172147
101570,-2139774551477626248
74485,-7353071444399104995
29081,-6845501753887929106
96350,-6556653492635643867
23066,-6622008480696630164
99036,-4515591629616707908
57179,-6974918569023536182
73299,-6622008480696630164
64310,-6265560939355825055
25538,-8854523550015286176
77200,7156501898498027086
44608,-1209253320756358965
78858,-5708851337104455478
30974,-6030979182229465771
99458,982519082233448053
59937,-9103407884538093935
100085,3814498173902153959
33109,-1367722200377282344
52093,-6083160882361309561
89671,4517095090629592346
55891,-6181945864456161553
53546,-6401024226331004887
35710,8537639910791498805
87814,-9036908390349249792
8819,4277374131536787782
42237,1922958853874012489
73258,1480109920295370148
93447,1150485019854637933
26569,2246652622484578244
12036,-1391211338802401190
74445,5734735305537011330
8371,9033468403910468000
52046,-3806480181817899672
82341,7453539296140113733
18820,8375201161956633554
20548,5129477398387152234
39268,-2127764571617214203
19215,6496621569241293195
48603,-4901444638410913651
94167,4194179934965496281
61008,7000902262540401556
81773,-3882270493714973756
64267,7536945511097858607
16163,-6622008480696630164
88151,-1458164490521822568
33726,5037651995465818283
31425,2514534694586106682
66588,-3285374404283543681
61307,-7600635718644354875
96082,8380294571291117123
7922,-1486188521615650645
14699,-8198897033323191116
26092,-1570582482776003243
52001,1144553276093578650
50371,7778693269838829579
42284,-4046939871319184497
87029,333704201121572959
30980,4882063276010395311
70595,-2437054260166096192
35889,3983281047365942946
9487,-6335503857186856463
56549,-2523493720963088907
80379,-3442296816659663413
44790,-4641735499956732175
92326,-6622008480696630164
89588,-7942290321349733692
21874,2868426996193554491
25525,-8954527366633726667
16772,3957341669420950563
73309,-1230396030065978712
94139,4517095090629592346
83452,8033295933067801435
99147,3128539125518925305
24594,2268061561961463138
3733,883111547342432411
14202,-2205391363186216189
56253,-8152359962917880689
104392,3250876428011130199
91813,-514740599155749140
4595,4859780600262723448
28748,-3481281246003418647
34984,-4826808546356227792
24848,-669144399548853912
2229,218561177684966808
69598,1969978222119509787
70786,-8549954080876687715
21139,3477227718136379780
40342,-8026944954158862247
3706,-4325549366694752807
64220,1209332116115311423
66472,-8092874880462493730
39944,3734647311897120577
77322,1876173295326504650
58055,-7497651322495881567
40929,8837185516230328683
69870,2776626488828837980
103359,1422537538902706754
83143,7213502418545386083
18435,-1354431022296909212
2898,-6493188971879553537
82134,-4227795046273013357
26013,266084556478473983
42061,3263022753228392991
41383,4737326610387513739
92410,-901609952151104109
30891,3796966423518031363
53522,6148953253769366550
19784,8893182446420087489
18948,1789177015337544255
51322,8348640048045660195
8049,4716797247843853266
48156,6988459873714703565
93229,5001981219153843793
18228,-7600635718644354875
24098,7163140601774734561
41995,5685225759880768883
66962,3395106562582666693
93552,7504204544543213204
43806,2280454114469127733
26991,-4619322351552179768
57503,-1902831144588371340
94484,-6335503857186856463
70268,-4227795046273013357
7338,-5657174483252384800
27042,-4602055398406585794
17554,7121300392018191789
16036,-3420686721999521244
67671,3606087204037437463
4306,1211596913292590776
43092,4501169821626333712
78864,7747544948967433231
102398,-180825080152906408
95485,7240611242693574342
40152,1134663195310468177
88789,-5879340019913153129
53991,-6622008480696630164
6637,-7045498399335543768
95244,6239687972152242242
8884,3509193152089835468
40967,3125208965038277832
77644,27784909422420367
42465,-6622008480696630164
45789,4237041752952911968
40462,-1850372236556653848
66952,8893182446420087489
50448,-5854971080364951650
66722,-7324780057205658662
28420,-3864229760068074666
27169,-4046939871319184497
93703,-5391762847782518051
48424,2820699904763710747
43651,6444599519864705866
29201,1031769140861609906
47843,544732791971959895
974,-7291033351744090766
27047,1086742155437873704
3271,-1007065168320836233
48168,-8054328442455436247
102570,846399590768792825
57419,1478049911393970566
17035,5912028722483642161
72576,2817331036291394951
60249,7452268422560519887
54745,5779673046282556501
47467,6960183885978988771
69899,-3034532766966686881
59720,-8722674893581305840
19161,-1714092991999817043
3037,-6565123459490609218
21276,6260876057429640442
97696,-3250013302338642214
16734,-3703839183794789239
88851,5735089461446288264
87585,6770703557715204167
20930,4726851725598631671
102127,-2000393717928825389
28243,-3859454758636460983
36216,9201378425017153371
23236,-2365805222802480941
2364,5017899917457834985
3885,4880228975245035111
18730,-3677677359615209263
99022,-179226501981357047
97902,-7389027675633330564
60240,2545662328813166680
22689,-1661847815713574764
92470,5660375999572236864
96856,-2108783771316333610
61398,1319136192675515169
2771,1753291629202004462
63338,2177475077146615044
57412,6684021589785223377
87521,-7700285742432235076
85135,5480073616127820519
56827,-6470491773404506082
57895,-4479634041413948774
78844,-283484156981600912
67739,-8662694989729521971
73350,1248415094829905039
15015,-537539596923230638
90989,-6622008480696630164
42245,-6078444566041744001
4732,-4899196974217041494
82334,108341251947562508
50484,-4436026839221146058
86978,-2108783771316333610
35314,5037651995465818283
91851,-3358581877476776242
3283,-4778127114361785886
4648,1010811914302046062
23342,1154443845622609319
75941,-5257888968199179605
29267,7778693269838829579
6510,6960183885978988771
101148,-6487381394883675245
68807,-8854523550015286176
101106,1010811914302046062
94571,308874082203743577
11280,6854770627916451986
74526,7705027857166020961
77815,-533503103775138194
91435,-6181945864456161553
101517,7969555556590874521
61739,-6462908301246836034
88748,7278059579915615606
60771,-4100922143394313886
87265,-7804134656000948
13198,1021449205974045258
51272,8656176606109737407
34777,59748885946355804
43336,5249170492041465064
13537,-214833728670069534
8656,2800905656370280001
58553,2178321738304406045
8534,-2127764571617214203
13256,6488386708372874589
28010,-6089264583481103203
50091,1021449205974045258
41932,-5900203043277692088
97505,-6622008480696630164
54154,-6699203235178331394
103561,951295598900735172
8591,3934019397250453755
74197,3664390824742477612
36286,-6565123459490609218
22735,-214833728670069534
48022,-1007065168320836233
15056,-3988947424137605485
93060,-1221964929053289178
63618,-3308730626625883247
46126,-27827564479860775
95463,241913324744156498
50273,-6622008480696630164
80203,-6470491773404506082
4964,-7339101893823556864
40963,7822711456336062969
47128,5647885035809727825
81655,-4699317631929868596
89696,-4699317631929868596
60226,-8152359962917880689
34153,218962303933351119
97052,1395792778509966275
79191,7353128343484806635
68476,-8994354704600684273
15916,9214643160519144026
66288,4880228975245035111
36108,-6703148811279864055
38904,-7484376832109815511
35631,-9192884058288387707
15044,-103358805842928877
62625,-6250659454961859582
21025,-7725729604366491163
30266,8217701742320280000
44525,3934019397250453755
30877,9176199825361694738
45720,3160267795580530176
93667,-771367789942594456
101411,8658627334353140355
92405,-5765649621230368541
26709,-3034532766966686881
51448,-8631691239624270839
93417,3558246716288632399
74320,8598737201764431973
94836,5647885035809727825
47426,-5997812935080912969
20244,1000589811519865531
22288,2848338258322535011
55101,3732675273644330684
99124,-3308730626625883247
101483,959772543047755585
51400,8311766375429030179
60289,-8558087187046848661
78806,-2096397022692237160
40556,-2195993382041590768
19749,-5997812935080912969
87550,8658627334353140355
33316,-2728984004347936411
66694,-6622008480696630164
56413,8566303648021526831
79593,617170328472102043
44481,2456103490733746602
54660,-6622008480696630164
1102,-8604399316443730296
54500,-601986193715564620
49551,-1935071859981411880
93444,6481830676293985303
21086,9120279295370691440
25580,-2077005975700877647
95141,4736613821904759333
70493,4110849457685217508
59188,6767131787770266700
95654,343969294856091070
8904,3263022753228392991
60171,8127493529481132192
78914,6903057095103054844
81932,-8214907281123039476
71350,-7031639535931077664
2215,6943043651876541727
27508,8658627334353140355
30875,1153567969118281356
104438,2895890298946086585
31694,-6451241489456763364
1902,-4013709354842973845
78835,5200315215434491707
24360,-148020336029937444
61003,5480309816671896282
41485,5619855756821531221
13374,215536804674693020
99628,-4515591629616707908
2937,1597806784519159552
58907,-8854523550015286176
71654,-6494543134811182584
32024,1209332116115311423
86501,-6637857104792172147
39517,7000902262540401556
34261,1154443845622609319
3688,-2677990419346772701
79274,-5580552128492433396
52658,2717759327260726530
97161,-6250659454961859582
58101,-1856006876164236041
47163,-3322374378406120805
76941,-4494147095404190941
23668,-8207112012220050500
81639,-6483947298145287115
24886,-1850372236556653848
24682,3509193152089835468
72231,-5214676676210226020
94425,-4826808546356227792
43766,280045727501640719
4553,4479048598665401182
18415,2868426996193554491
31327,-6622008480696630164
73482,7980292580869066956
29603,6384053416461265385
36900,-4626976667228805039
18504,215536804674693020
28350,-7326738222407958532
82484,5502835622230989939
19399,9033468403910468000
103816,-6721820391351319098
66721,5763563383420733099
74095,-8237655446812314440
38845,5010161661145549659
64095,-7869764040289422305
35988,-6482700410507299568
6972,2945944180504095458
56637,8907476813857753738
19480,-8696479871836914144
15881,-7132213643545496610
11353,6235906741331293097
14326,7158440650791544629
46933,-7132213643545496610
84729,-1193652131640345609
24824,-4118653622288484428
64291,1329351928369410919
44404,8294617369527344421
31202,5316862421154782988
85680,-7556563838263082777
54124,1148171385943150168
50689,-4140602773579155465
1371,-510619878950507438
72977,-9171528243619816015
41180,4644277416382230344
52821,-305756512197952997
90289,-1773942596178504153
100128,2243509622888482286
57735,7536945511097858607
92272,-4436026839221146058
19229,9120279295370691440
77378,5993836340293256418
91386,-2456521456797337551
76424,8598737201764431973
95236,-8650153591534019077
37290,7982473701824792487
65323,-8646227023512268153
59689,-7451115326207843539
91990,3027835860341611324
95699,-1323582956390215249
89007,3499781394483588345
14745,-2437054260166096192
51171,-2677990419346772701
41471,-82058888100868559
102555,-1570582482776003243
95920,-2222543368832677027
55726,5993836340293256418
103855,7933960794823191597
48216,2137395975599438102
92577,6770703557715204167
13493,7529259867805938376
90308,-6706749277440331425
44466,-6721820391351319098
29845,5826598203566528258
48633,-1712896181722331717
17978,7204805803216176911
2936,-1506068137601905360
53151,661490753141276929
100057,7767044078450235562
23334,-3462945807153408066
38624,-7600635718644354875
88508,3914435258703469602
11809,-6347047037939201048
53369,-4436026839221146058
48062,3763559002235847595
80637,280045727501640719
47140,7232913717999475312
42338,-669051272630458625
40505,-6438379595396930742
75256,-8850533218777259316
59731,8332242147095919752
3395,-1962314617027527018
81084,-1670035880991492613
52454,-2769993174727535012
11489,-5196845835506268270
42441,8354189776367105151
78856,-176864432385005638
22045,-9160107923892504780
17040,5562476696836488718
66247,-3501831414803203547
79331,-5561922651130559096
100942,981789127750603755
86262,2137395975599438102
101126,-316837998266903289
89913,4462055914290088466
81865,-8164455315073326287
65563,-2437054260166096192
86374,3310811494452460912
38055,3474637898871848534
69493,-8854523550015286176
51883,8780887040005205350
13069,4692763263518781472
19966,-6747634744197548825
6429,-8662694989729521971
26858,-2549186196894286584
74211,972205058112278539
35834,1329351928369410919
21115,-4515591629616707908
23575,-1094851021680072356
81287,-7644318056170707013
95229,7493833225855176868
33036,-8071634058480381166
36072,-8854523550015286176
80529,-7700285742432235076
15386,-160441096405339373
9014,-5955301413548628753
29462,-1089325551189782704
103860,-3706352148509459391
33817,8046547530836757359
68616,-4406039901151036792
68632,-8945945208993679806
88720,-6382157955730287121
42748,-6991910327737068559
1404,-7155863812760340485
61186,-6401024226331004887
39384,-3875622111726099900
12555,6680956695568795975
40199,-6787109013214534112
92644,3170424474324008223
47114,6572269553900489001
7653,3474637898871848534
65334,-6890157855782583695
47945,-8202049402422758992
47574,-3609627367672344172
50271,-6622008480696630164
28746,-514740599155749140
26506,-4436026839221146058
59522,333704201121572959
32748,-6622008480696630164
64758,-3855952089974332216
14556,3408531674132127414
11893,-8911091376592975882
48535,9161805056112470947
98619,1342536680733653658
93078,-669051272630458625
31803,-2836468673320271317
78216,-940939739391593831
67302,-204218137237509815
38503,-8448333757883275040
98105,-6632769982401103068
19423,-1428332255921662789
78051,8645556096295338489
4025,6309549517449892701
25705,-7874378839312193635
99069,8380294571291117123
48196,3814498173902153959
29064,-82058888100868559
99398,-446770212323481769
90622,-6959372151471446224
33400,6823013729929509587
42317,8598737201764431973
24407,-5210748411604864932
60545,-869751567779936448
102762,3223137843750904861
49976,4222376793662488821
65653,-4932193128817915894
97431,-6590692711669697375
64112,5668569659752695211
55007,3167435212019136730
53994,5171397375828556887
94035,798428395636551139
6521,-1897185335868056927
67349,-3875622111726099900
61193,1342536680733653658
81052,9188791357206591868
96703,2170953570911687870
47502,-1820541289136182910
95310,6673783872250476823
3938,-510619878950507438
65054,2319526884051525060
29363,-3882270493714973756
93096,6832239871839020990
23407,-2990717066144006275
87705,4383068420885236137
77615,-8824255057822751336
12845,8382071711500818611
37270,505620960010156763
102129,-510619878950507438
97522,850647509586590652
52813,8566303648021526831
50903,-6622008480696630164
4227,1461179275371013332
7280,-27827564479860775
101278,1494717711094796761
93368,4770638521353019435
19185,3331038711764567053
48118,-3882270493714973756
101796,-1782417007660071098
9075,-4515591629616707908
86951,2678848451933125858
98557,-2486581618443795244
95843,-4406039901151036792
48031,-2454170608140089891
70272,4197529052745376596
29791,-4602055398406585794
68309,-1897185335868056927
6034,6148953253769366550
93033,-4363636385428144327
76743,-7236656919387491255
74248,-5588326864474405110
80174,4416093541331152532
1684,-7600635718644354875
45883,4570985076574734548
6506,-6622008480696630164
5357,679399091165342636
17420,-8854523550015286176
53136,-5322033972508850167
26583,-6383868369097911079
90036,-7130724983438312698
94820,5191773932315688944
70150,-4901444638410913651
48489,2280454114469127733
67888,4232870816051745850
80553,-8338177029410940317
97226,8967919504577734219
75125,-305756512197952997
46137,9179220873793284051
14669,-6788662930373110667
85893,-7592427875566334736
9277,-5768207710207763477
100083,2757714548822330140
19146,5037651995465818283
26058,4370784141359059148
9591,-1773942596178504153
85432,4777592192135330049
4190,2945944180504095458
25915,-7600635718644354875
3327,9033468403910468000
94099,-5171793848860180990
79509,3763559002235847595
8611,-529565398508694262
64639,-2437054260166096192
91004,5763563383420733099
42723,-7905516888922972540
23550,664384864052860477
88358,6394411705327293685
10778,-1576600756072295096
10929,-1426774510794886014
13500,-5924391184677947850
27482,2280454114469127733
57886,-297655441602203949
100291,-5999581892077855233
49352,-8711261688368705036
44963,-1556971156724305152
69305,3681768124110654485
86475,-8722674893581305840
96771,5403897819885478520
85650,4479184959819628006
94666,9179220873793284051
74755,9178924298267370777
25975,5841723480357262126
14379,196412226132193612
8207,6253226190680798568
57966,8493399107696776364
85226,5552530141265711481
61853,2945944180504095458
76247,-7266311846013486372
82717,-2252913206852441915
62031,-2763344688322350086
23740,-1230396030065978712
8169,-1367722200377282344
62739,9150236926285833429
95096,-7779994928527312197
97460,9061067548323894445
18373,-2945870628404339667
103614,-5305355696894904601
53518,6148953253769366550
82770,-8924913182635099054
95631,4150905660553774010
88779,-2391530177073562282
57723,6713896661761975948
72809,8507085016881725251
94039,8416368236485955361
13157,-1094851021680072356
92386,6399167856023053613
70413,2868426996193554491
99519,1916461603567068329
17185,-5758668346262458834
1775,-8964632922026323001
5951,-2015245425896728918
25288,3175810573251510760
10978,-1192552554647933999
38155,-72082632696096231
85864,-509900529594684369
68190,-5379130548560705770
45257,1197812411751780874
54334,8311766375429030179
78076,-1714092991999817043
78490,-6622008480696630164
36208,-3128982430337568191
50686,8486125111917920398
103652,333704201121572959
45008,-204218137237509815
91172,4549095823792771684
16125,8014149055488885813
84561,-869751567779936448
29436,-7905516888922972540
54453,-2047779609551397219
16022,3905466132529585684
3812,9145246381621056865
70696,6148953253769366550
14093,6673783872250476823
77288,-4046939871319184497
58115,-390288244965454641
82276,-3761190456921599105
82702,1421966858391621661
87155,8839420292277785095
21822,7993108076880360815
35271,-1080786614017809905
17116,-9133403150782269134
10672,-2677990419346772701
41035,3474637898871848534
60456,4345056751185075395
103998,4121383613802831473
85258,-8696479871836914144
59627,-8909975881644478675
73296,-6622008480696630164
54084,3193133544577297003
18544,3509193152089835468
80049,8210979365613356062
22553,-1183175860749465455
49215,7529259867805938376
48883,8484119365315303058
18492,1063013613869345113
2785,4893016615764317101
50926,-7425046167384963085
27390,-5299783604551413396
31994,-1506543815520097982
69690,-686293026357096112
77362,8217701742320280000
34896,-8841575622757766277
54547,-3846005662063710252
102144,997722381850260966
44883,213367328522856813
60194,-7600635718644354875
97077,-1506068137601905360
27067,-6622008480696630164
85879,6642548853062437709
84359,3747126772043741408
82719,3083181164817208170
29213,-9103407884538093935
67304,-5637135388795780837
24324,2882970412692653362
54913,-6805974115525331143
73009,-1548472164661258951
88312,-7982510331591664236
71539,-1391211338802401190
67269,-4659629405010905070
56220,-6335503857186856463
97144,2541090503175186299
82168,-2629928390644428115
37358,5866293016353136471
13335,5751376275461043860
80256,-514740599155749140
40527,-7801231630539293537
15861,-1235247859923446366
1764,-214833728670069534
68854,-7465570028504713674
88462,-2437054260166096192
10186,-7203592543527421622
3460,3184378015855189307
8472,5244223081912823270
43690,-2420426087852568469
36380,-971676377047800082
48604,8477001417080705624
14883,-3040640501667715642
95701,-8459975459087655687
64681,-5051976884855725202
51969,1021449205974045258
9719,-888204537635623405
40266,-7905516888922972540
71331,-6622008480696630164
98698,-7903427478565189658
32560,-8457304500847030361
41555,-5695085636443480785
57656,-6438379595396930742
11791,3786508635249008121
58979,2464716036417008662
12812,-418653827651553669
65017,-5363617564378642223
64401,3440405671960725977
92833,-5214676676210226020
86095,4479184959819628006
66552,-2479247740869288167
4251,-4753820905135244730
305,-8662694989729521971
63400,-3855952089974332216
22048,-6845501753887929106
68509,-6750699246576612780
86757,-6487381394883675245
15036,1994153721851964890
39490,1898298863787968910
44427,4479184959819628006
82882,-5977436388881176085
101869,-6487381394883675245
48171,-940939739391593831
21423,5751376275461043860
29283,-1870307375152132128
5152,-7535776016285369804
92169,2068856132210835587
24223,-2120219710751431818
62258,6740494952541323990
79194,-5661529682919566648
56265,-6622008480696630164
23654,-3875622111726099900
65407,-8328189707509220733
42111,-1346403283845320383
92293,-5404672378588580703
81521,9175778601307480292
59761,1021449205974045258
34541,-965163220124260199
23149,-5012804181403818239
44232,-5261552087790692605
63969,-7155863812760340485
83700,-7765765765626335257
26386,-110105984919844810
2611,1314593828954904442
22693,2945944180504095458
68813,-3857390427602554682
20073,-7351815880428608811
37323,664384864052860477
62457,333704201121572959
38427,1395792778509966275
34026,4035338917391359834
24253,-3017543554167410993
48805,7493833225855176868
79299,7118050957222589730
8407,-4013709354842973845
69683,7536945511097858607
10328,-2062403552941484248
49150,982519082233448053
5140,8138472944798444296
98584,6488386708372874589
69893,-3819417105425077566
32293,-92412614213178456
102313,-5162215556679138879
84774,5037651995465818283
94413,-3308730626625883247
66947,6564560681224024564
59537,648335992562111786
86987,-5864093827519644724
24177,-8488561140371539110
90997,498840803993478616
40736,-6622008480696630164
93345,2355415620289957930
34793,-7600635718644354875
103658,-6890157855782583695
37076,-4112454400544031260
64522,-8545674776266380086
28973,-332184728418377030
22997,-6265560939355825055
100693,-800576184029066232
10935,-8850533218777259316
1129,7722922043252665479
38369,-669051272630458625
42186,-7600635718644354875
75046,3001136198847484659
81219,8108658573157972506
6216,7536945511097858607
66628,7597665602813024278
39560,-959640112084521446
13534,-7778805460379752659
21080,-6494543134811182584
104303,4859780600262723448
35045,-8854523550015286176
14721,1461179275371013332
54303,-8437451389030876914
21064,-6628049970974140614
15709,-4294687609730419005
18193,-2309425868261527723
41505,-6622008480696630164
102730,2999941981951183666
5650,-8488561140371539110
14036,8645155037412080135
91872,-8722674893581305840
84759,-3600547439560200301
56318,7941776175437719230
80425,529414226996447502
37976,-5543960870134547993
41689,6250990641645902791
83958,1546271331445695367
60615,5668569659752695211
28874,6697771450087273551
87313,2302700841893447959
53329,3586801542406690480
7091,44210644721413212
48853,-7600635718644354875
95765,-6622008480696630164
63619,-3308730626625883247
103829,326007458214125582
84132,-6367862139782139546
90387,-1897185335868056927
37186,3838085352580036910
14780,3787350931282550941
18790,-3158487091305536488
70347,-4209853686695119163
18229,-7600635718644354875
13976,-3857390427602554682
21801,-586571663792066021
30701,-7874378839312193635
53454,-316837998266903289
95089,-135632811478811862
59420,-3160654073120347838
90581,1886785813554883874
95807,959772543047755585
41169,2663458063516532582
74243,4859780600262723448
24526,-8188891860085532446
35101,-1570582482776003243
20023,1306687869297145701
97709,7353128343484806635
25853,-242188631930179101
23690,1144204624437422455
49924,-3915103462364955860
91502,6854770627916451986
79214,-1693773995129509835
31233,-3460078259133988786
38756,-1511350351771732755
44302,-8264057733672416396
58729,-2011726304218235949
91517,-3750585302694745948
94200,-4826353868381794362
22017,-7600635718644354875
63687,-87776203912049948
95983,2945944180504095458
11134,7020883769607640263
27865,-3939312399317081125
89431,2727970220779723981
72959,1564903394915684703
81900,-6181945864456161553
4298,-4540090464998118914
92224,-8488561140371539110
51276,9120279295370691440
5875,-9065089739005473007
4885,-6470491773404506082
27818,-103358805842928877
78295,-4436026839221146058
91818,-8861128049514376628
16148,-1570582482776003243
78640,5923491298323903775
54419,-6438379595396930742
64540,-1311911711432333712
43782,-332184728418377030
102054,-6622008480696630164
35240,-6787109013214534112
3954,4191889989103555691
58155,8065616018396494963
90068,1876173295326504650
58269,1567864695259090410
103188,916805748388189727
61930,8702462237097760077
23966,-7600635718644354875
60899,-3882270493714973756
67724,2963651609215639379
94364,-2543885505561950186
30856,1329351928369410919
61701,-3128137866306701111
70385,5480309816671896282
118,6960183885978988771
100483,5388673303603626795
52903,-2011726304218235949
8037,-2837016943979078320
39250,8260752366720127802
22871,-2728984004347936411
54912,2484901642707060162
19604,-5362276428353320709
42693,-7351815880428608811
5353,4777592192135330049
86532,5298791199889566693
25616,6337490477689652460
31153,3753522829697561061
13740,-1412088188469668286
49686,5580799031480721186
92228,-214833728670069534
64093,4253072341439755965
104230,1641254890679571111
43584,3483453518962978741
39680,-8470843800174915688
4433,1625150251797545513
2722,2401333421076256083
42694,3474637898871848534
58851,-2960890660675280296
84698,-2425085003240783374
55883,-5695085636443480785
38916,-2486581618443795244
9779,-8285720632976283281
41648,6403139117777923944
42777,6735281986902840453
66198,8380294571291117123
75422,-8188891860085532446
54112,8712529222635649979
71398,-1367722200377282344
100877,1406421478591617404
31220,9176199825361694738
15528,3491321162715827039
27262,-9026767952842005113
6103,-4436026839221146058
69942,-5900203043277692088
98496,-2430645208300728449
24968,1134658550827254133
73396,-974167878325279910
63938,1010811914302046062
80215,-797931759451407597
12268,7772690749946245623
37344,5298791199889566693
10814,-4962536092547912860
4276,-2959989428815542791
57065,1737981890155861598
5419,5350100611664645934
4272,2456103490733746602
75358,2815142413350828126
11222,-1773942596178504153
72006,-4511684370962104760
63103,3193133544577297003
77974,-8815111441550977650
4157,-4515591629616707908
15960,4716797247843853266
73060,7779248968121430758
22065,-7789249449683851842
15852,5010161661145549659
71072,-3501831414803203547
931,5391324116434233625
57667,-6438379595396930742
10093,6479768689951986927
56604,1368870722591533722
39986,7227294274860934280
23097,-923823440614290949
43817,-7700285742432235076
81952,4740772131547249551
64885,8505593918519238822
75165,6235906741331293097
87651,-2357443488806650352
81834,6822126727282573139
14844,-1670035880991492613
83418,-7600635718644354875
39175,3474637898871848534
5878,-8140917432167980040
74908,6815562850404605505
90734,3353856219169766284
13932,-5490577226331958547
102405,-23190198514586156
293,-6956962748288554217
27271,-3613543582302506102
14270,8087662009114484185
66348,-6992828248190942037
26796,798428395636551139
97836,4851820884460821996
94107,4462055914290088466
37159,-2677990419346772701
59611,-7351815880428608811
27645,-4826353868381794362
22184,709750593327605008
51831,-8242740009191446804
44925,6903057095103054844
26309,6384053416461265385
28036,1803830003824801450
97698,-7545326539960373640
70749,8537639910791498805
17486,-5171793848860180990
102004,-8087780261619724701
6655,5211369467223407320
96281,6585031062503682768
39131,1342536680733653658
39903,-8854523550015286176
41652,-6335503857186856463
17898,-8604399316443730296
59043,-3015363231045449884
59005,-7801231630539293537
86352,6854770627916451986
13949,7493833225855176868
49556,4880228975245035111
12810,-1891905812028382600
1283,9033468403910468000
77966,840124297682410264
35566,1917718600753107257
